2015-07-28	123.379997	33618100
2015-07-29	123.150002	37011700
2015-07-30	122.32	33628300
2015-07-31	122.599998	42885000
2015-08-03	121.5	69976000
2015-08-04	117.419998	124138600
2015-08-05	112.949997	99312600
2015-08-06	115.970001	52903000
2015-08-07	114.580002	38670400
2015-08-10	116.529999	54951600
2015-08-11	117.809998	97082800
2015-08-12	112.529999	101217500
2015-08-13	116.040001	48535800
2015-08-14	114.32	42929500
2015-08-17	116.040001	40884700
2015-08-18	116.43	34560700
2015-08-19	116.099998	48286500
2015-08-20	114.080002	68501600
2015-08-21	110.43	128275500
2015-08-24	94.870003	162206300
2015-08-25	111.110001	103601600
2015-08-26	107.089996	96774600
2015-08-27	112.230003	84616100
2015-08-28	112.169998	53164400
2015-08-31	112.029999	56229300
2015-09-01	110.150002	76845900
2015-09-02	110.230003	61888800
2015-09-03	112.489998	53233900
2015-09-04	108.970001	49996300
2015-09-08	111.75	54843600
2015-09-09	113.760002	85010800
2015-09-10	110.269997	62892800
2015-09-11	111.790001	49915500
2015-09-14	116.580002	58363400
2015-09-15	115.93	43341200
2015-09-16	116.25	37173500
2015-09-17	115.660004	64112600
2015-09-18	112.209999	74285300
2015-09-21	113.669998	50222000
2015-09-22	113.379997	50346200
2015-09-23	113.629997	35756700
2015-09-24	113.25	50219500
2015-09-25	116.440002	56151900
2015-09-28	113.849998	52109000
2015-09-29	112.830002	73365400
2015-09-30	110.169998	66473000
2015-10-01	109.07	63929100
2015-10-02	108.010002	58019800
2015-10-05	109.879997	52064700
2015-10-06	110.629997	48196800
2015-10-07	111.739998	46765600
2015-10-08	110.190002	61979600
2015-10-09	110	52766100
2015-10-12	112.730003	30467200
2015-10-13	110.82	33049300
2015-10-14	111.290001	44462400
2015-10-15	110.93	37673500
2015-10-16	111.779999	39232600
2015-10-19	110.800003	29759200
2015-10-20	111.339996	48967800
2015-10-21	114	41795200
2015-10-22	114.330002	41654100
2015-10-23	116.699997	59366900
2015-10-26	118.080002	66333800
2015-10-27	115.400002	69884400
2015-10-28	116.93	85551400
2015-10-29	118.699997	51227300
2015-10-30	120.989998	49365300
2015-11-02	120.800003	32203300
2015-11-03	120.790001	45519000
2015-11-04	123.129997	44886100
2015-11-05	121.849998	39552700
2015-11-06	121.110001	33042300
2015-11-09	120.959999	33871400
2015-11-10	116.900002	59127900
2015-11-11	116.370003	45218000
2015-11-12	116.260002	32525600
2015-11-13	115.199997	45812400
2015-11-16	111.379997	38106700
2015-11-17	114.919998	27616900
2015-11-18	115.760002	46674700
2015-11-19	117.639999	43295800
2015-11-20	119.199997	34287100
2015-11-23	119.269997	32482500
2015-11-24	117.330002	42803200
2015-11-25	119.209999	21388300
2015-11-27	118.290001	13046400
2015-11-30	117.989998	39180300
2015-12-01	118.75	34852400
2015-12-02	117.339996	33386600
2015-12-03	116.550003	41569500
2015-12-04	115.290001	57777000
2015-12-07	118.980003	32084200
2015-12-08	117.519997	34309500
2015-12-09	117.639999	46361400
2015-12-10	116.040001	29212700
2015-12-11	115.190002	46886200
2015-12-14	112.18	64318700
2015-12-15	111.940002	53323100
2015-12-16	111.07	56238500
2015-12-17	112.019997	44772800
2015-12-18	108.910004	96453300
2015-12-21	107.279999	47590600
2015-12-22	107.400002	32789400
2015-12-23	107.269997	32657400
2015-12-24	109	13570400
2015-12-28	107.589996	26704200
2015-12-29	106.959999	30931200
2015-12-30	108.580002	25213800
2015-12-31	107.010002	40912300
2016-01-04	102.610001	67649400
2016-01-05	105.75	55791000
2016-01-06	100.559998	68457400
2016-01-07	98.68	81094400
2016-01-08	98.550003	70798000
2016-01-11	98.970001	49739400
2016-01-12	100.550003	49154200
2016-01-13	100.32	62439600
2016-01-14	97.959999	63170100
2016-01-15	96.199997	79833900
2016-01-19	98.410004	53087700
2016-01-20	95.099998	72334400
2016-01-21	97.059998	52161500
2016-01-22	98.629997	65800500
2016-01-25	101.519997	51794500
2016-01-26	99.93	75077000
2016-01-27	96.040001	133369700
2016-01-28	93.790001	55678800
2016-01-29	94.790001	64416500
2016-02-01	96.470001	40943500
2016-02-02	95.419998	37357200
2016-02-03	95	45964300
2016-02-04	95.860001	46471700
2016-02-05	96.519997	46418100
2016-02-08	93.129997	54021400
2016-02-09	94.290001	44331200
2016-02-10	95.919998	42343600
2016-02-11	93.790001	50074700
2016-02-12	94.190002	40351400
2016-02-16	95.019997	49057900
2016-02-17	96.669998	44863200
2016-02-18	98.839996	39021000
2016-02-19	96	35374200
2016-02-22	96.309998	34280800
2016-02-23	96.400002	31942600
2016-02-24	93.980003	36255700
2016-02-25	96.050003	27582700
2016-02-26	97.199997	28991100
2016-02-29	96.860001	35216300
2016-03-01	97.650002	50407100
2016-03-02	100.510002	33169600
2016-03-03	100.580002	36955700
2016-03-04	102.370003	46055100
2016-03-07	102.389999	35828900
2016-03-08	100.779999	31561900
2016-03-09	101.309998	27201700
2016-03-10	101.410004	33513600
2016-03-11	102.239998	27408200
2016-03-14	101.910004	25076100
2016-03-15	103.959999	40067700
2016-03-16	104.610001	38303500
2016-03-17	105.519997	34420700
2016-03-18	106.339996	44205200
2016-03-21	105.93	35502700
2016-03-22	105.25	32444400
2016-03-23	106.480003	25703500
2016-03-24	105.470001	26133000
2016-03-28	106	19411400
2016-03-29	104.889999	31190100
2016-03-30	108.650002	45601100
2016-03-31	109.720001	25888400
2016-04-01	108.779999	25874000
2016-04-04	110.419998	37356200
2016-04-05	109.510002	26578700
2016-04-06	110.230003	26404100
2016-04-07	109.949997	31801900
2016-04-08	108.910004	23581700
2016-04-11	108.970001	29407500
2016-04-12	109.339996	27232300
2016-04-13	110.800003	33257300
2016-04-14	111.620003	25473900
